Latitude,Longitude
  23.73617,  121.42583
  22.97600,  121.13983
  24.35233,  121.71800
  23.02283,  120.83700
  23.41483,  121.40000
  22.54533,  120.65850
  22.87283,  120.94117
  23.11400,  120.69967
  23.03000,  120.83033
  23.02383,  121.01566
  22.75867,  121.80167
  24.39767,  121.75767
  25.16200,  121.55933
  21.39117,  122.06550
  24.31500,  121.71217
  25.16333,  121.55833
  24.33483,  122.09333
  24.24850,  121.62100
  23.32933,  121.62366
  24.42833,  121.87600
  22.53867,  120.66617
  23.55133,  120.69450
  22.83167,  120.88500
  24.42633,  121.76800
  23.85633,  121.55500
  23.55133,  120.64833
  23.98833,  121.67216
  22.31400,  120.12466
  24.76867,  122.22183
  24.41017,  121.95966
  24.01350,  120.97567
  24.16267,  120.99450
  23.12700,  121.40884
  22.38100,  121.15667
  23.36117,  121.33217
  22.85167,  120.77467
  23.36617,  121.34500
  24.45433,  121.85384
  24.48283,  121.81384
  24.48300,  121.82883
  24.48767,  121.81267
  24.48883,  121.81667
  24.49783,  121.79833
  24.48800,  121.81316
  22.85450,  121.40800
  24.00117,  121.65583
  23.51550,  120.67717
  24.36167,  121.98050
  24.34150,  121.96167
  23.56050,  122.00667
  24.36450,  121.97867
  24.38417,  121.99300
  23.84317,  121.09016
  24.31800,  120.75633
  23.14583,  121.34133
  22.73750,  120.98517
  25.10800,  122.21450
  23.02083,  121.39317
  24.40950,  121.95734
  22.26617,  120.06133
  24.47183,  121.84783
  24.92033,  122.45817
  24.49567,  121.68467
  23.75833,  121.64400
  22.85883,  120.94817
  24.62933,  121.82083
  24.63917,  121.83800
  24.63067,  121.82217
  24.40717,  121.77250
  24.88117,  121.92817
  22.87650,  120.99200
  24.07833,  119.09067
  24.68717,  121.31416
  24.86933,  121.88717
  24.44600,  121.82034
  24.39167,  121.69417
  23.59117,  121.25916
  22.60500,  120.98450
  24.54683,  121.71000
  24.41550,  121.83067
  24.48967,  121.47950
  24.47617,  121.50716
  24.00850,  121.64983
  24.85717,  122.07367
  24.47350,  121.84250
  24.53550,  121.81284
  24.30400,  121.73517
  23.76850,  121.40166
  23.76033,  121.38766
  24.59967,  121.83466
  23.97467,  121.68450
  24.34517,  121.20483
  24.22517,  120.79984
  23.23500,  120.73183
  24.54217,  121.93784
  24.47667,  121.74167
  24.64283,  121.94767
  24.32467,  121.23200
  24.25233,  121.20184
  24.34350,  121.20500
  24.34467,  121.22117
  24.43800,  122.02866
  24.27400,  121.81284
  24.14550,  121.54583
  22.90967,  121.33884
  24.34267,  121.20433
  23.61483,  121.80717
  24.35767,  121.71250
  24.34083,  121.18700
  24.29200,  121.25467
  22.85717,  121.40867
  24.46133,  121.79417
  24.23400,  121.69167
  24.29850,  121.72433
  24.20167,  121.67184
  23.08800,  121.31050
  23.97367,  121.69017
  23.21483,  121.33083
  24.46600,  122.00233
  23.31500,  120.56316
  23.52350,  120.92516
  24.42000,  121.90950
  24.41417,  121.91800
  23.52383,  120.90950
  22.83350,  120.66167
  24.46083,  121.46350
  22.92217,  121.36733
  24.33767,  121.20717
  24.33883,  121.21283
  24.33400,  121.20533
  24.34367,  121.19334
  24.59600,  122.16200
  24.34383,  121.20600
  23.52733,  121.72100
  23.09917,  120.67900
  24.54150,  121.68183
  24.01133,  121.66500
  23.63917,  120.99583
  23.37883,  121.28683
  24.41817,  121.95050
  24.62217,  121.95717
  24.88533,  122.51183
  24.47333,  121.69417
  23.54650,  120.84433
  24.06583,  121.98933
  24.40983,  121.96917
  24.26183,  121.74683
  23.58350,  120.94250
  24.84950,  122.36867
  24.39567,  121.69234
  24.40517,  121.67850
  23.22100,  120.46416
  23.45550,  121.35433
  24.27050,  121.67783
  24.39817,  121.65234
  23.12000,  121.34450
  24.05800,  120.86550
  24.48183,  121.22800
  23.26567,  121.70467
  23.89933,  121.54884
  24.01817,  121.55117
  23.53750,  120.64750
  23.81117,  121.76400
  24.91250,  121.67633
  23.94317,  120.86533
  22.76667,  120.90867
  22.74600,  120.89800
  24.41833,  121.75867
  22.61900,  120.90234
  23.94283,  121.49550
  22.85133,  120.94566
  23.96683,  120.83417
  24.87800,  122.01133
  24.00133,  121.86800
  22.88650,  120.91900
  23.32133,  120.55450
  24.48150,  121.93034
  22.32050,  121.48666
  24.79883,  122.04134
  24.81450,  122.11584
  22.61967,  120.68283
  24.35883,  121.72100
  24.33883,  121.87883
  23.60717,  120.68616
  23.29650,  120.55383
  23.14367,  121.40967
  23.11550,  120.40183
  24.52733,  121.92867
  23.12500,  120.41000
  24.47583,  121.83566
  24.52600,  121.92533
  24.52150,  121.92750
  22.87767,  120.97867
  23.16600,  121.38917
  24.47383,  121.81067
  22.37333,  121.21817
  22.09050,  121.38067
  24.41267,  121.96900
  22.43583,  120.87883
  22.85750,  121.31184
  23.02783,  120.58117
  22.93300,  120.68083
  24.14033,  120.72317
  25.05933,  121.85100
  22.92800,  120.68716
  24.49850,  121.81783
  22.89617,  120.16317
  23.94083,  120.80833
  24.33667,  121.81517
  24.32617,  121.68800
  24.18917,  121.51767
  24.85300,  121.68700
  24.86400,  122.46066
  22.01050,  121.26767
  24.75983,  121.89333
  23.64533,  120.68183
  24.49767,  121.76183
  24.46667,  121.77133
  24.84833,  122.09666
  24.47667,  121.76800
  23.99400,  121.59700
  24.49917,  121.77216
  23.25700,  121.34200
  24.37917,  121.30250
  24.74050,  121.37016
  24.08933,  121.63734
  24.36283,  121.70667
  24.58483,  121.58683
  23.49800,  120.90900
  24.87117,  122.03900
  23.58500,  120.66200
  24.39750,  122.02200
  23.82250,  121.87500
  23.82800,  121.86633
  22.94133,  121.32484
  23.82217,  121.85717
  24.35967,  121.70783
  23.45683,  121.86533
  24.39667,  121.92267
  24.34900,  122.08150
  24.39583,  121.63883
  23.16900,  120.72017
  24.65283,  121.66067
  24.39533,  122.16766
  24.04683,  121.65183
  23.23067,  120.54633
  24.41550,  122.95167
  23.96217,  121.47650
  23.06133,  121.89967
  23.91217,  121.73434
  23.97883,  121.58317
  24.10283,  120.87617
  24.40050,  121.83767
  24.21950,  121.23566
  23.79600,  121.38517
  21.89600,  120.72166
  24.43800,  121.89933
  23.63883,  120.99783
  24.76300,  121.23634
  24.52867,  121.96716
  22.91883,  121.34084
  23.97783,  121.69067
  24.56667,  121.77934
  24.24533,  121.69383
  23.17317,  120.54933
  23.89467,  121.78133
  24.47683,  121.76000
  24.75383,  122.55000
  24.14283,  120.72750
  24.00267,  120.96667
  22.80900,  120.88550
  23.09700,  120.68083
  23.27333,  120.78350
  24.54167,  121.94317
  22.84417,  120.67484
  21.89117,  121.33317
  21.87267,  121.34467
  23.07700,  121.30883
  24.77267,  122.25300
  24.40150,  121.94984
  23.67433,  120.91467
  24.38250,  121.70934
  23.57400,  120.84233
  24.43450,  121.07700
  23.31283,  120.52467
  24.99017,  122.41016
  23.99933,  122.23983
  23.97033,  122.25716
  24.32083,  122.05800
  24.49567,  121.79916
  23.84533,  121.84184
  24.52850,  121.94550
  24.37117,  121.36700
  23.33217,  120.43433
  22.80083,  121.00750
  23.46733,  120.73217
  23.61317,  121.31533
  23.17383,  120.80500
  23.90717,  121.42150
  23.73333,  121.55217
  23.74800,  120.80200
  23.88867,  121.95000
  23.16167,  120.53533
  24.71133,  121.89700
  23.22917,  121.70667
  24.82717,  122.34133
  24.35700,  121.67667
  24.82567,  122.34167
  23.44483,  121.62950
  24.18567,  122.87600
  23.25167,  120.50300
  22.59267,  122.13284
  24.85083,  122.22733
  23.26333,  120.49200
  21.76000,  121.43684
  24.87733,  122.39150
  23.82633,  121.08800
  24.32550,  121.98517
  24.05900,  121.66783
  23.27000,  120.67633
  23.25950,  120.47334
  24.87033,  121.92233
  23.14467,  120.46650
  24.57567,  121.96983
  23.64117,  120.72183
  24.30317,  121.53200
  23.57250,  120.89000
  24.54000,  121.81450
  23.16717,  120.72083
  24.84683,  121.57500
  24.24367,  121.70650
  23.70650,  120.95216
  23.16433,  121.43500
  24.41700,  121.91866
  22.75000,  121.12583
  24.81617,  121.56900
  24.41350,  122.02016
  24.48450,  121.81883
  24.38900,  121.37400
  24.37917,  121.36716
  24.84950,  122.09500
  24.44200,  121.53450
  23.44333,  122.05583
  24.45233,  121.79916
  22.79967,  121.01850
  22.63417,  120.47867
  24.78383,  122.21183
  24.88650,  122.18950
  24.03750,  122.71017
  24.36417,  121.39017
  24.14083,  121.57083
  23.94317,  121.46450
  24.79867,  121.91483
  24.81850,  121.64183
  21.63167,  121.40200
  22.89717,  120.74983
  24.32667,  121.84817
  23.16850,  120.54633
  22.20000,  120.91734
  23.16583,  121.33400
  24.32033,  121.82567
  23.29267,  121.23033
  23.52800,  120.79833
  24.63567,  121.85033
  23.53733,  120.83550
  24.02400,  121.65700
  23.12250,  120.67650
  24.13850,  121.44550
  23.78400,  122.38600
  24.33033,  121.81467
  23.31233,  120.42333
  24.89050,  122.38367
  24.25867,  121.93333
  21.75617,  121.34184
  24.34883,  121.85433
  22.42867,  121.11134
  24.38200,  121.72217
  23.46533,  121.26000
  22.40200,  121.09350
  24.00833,  120.95016
  21.89483,  120.73050
  24.77517,  122.28450
  23.83650,  120.96033
  24.52467,  121.91517
  23.65633,  121.30617
  24.26733,  121.92650
  24.48283,  121.76217
  22.82017,  120.77634
  23.10283,  120.67966
  24.87383,  122.08850
  24.10100,  121.64433
  24.42467,  121.89767
  24.10017,  121.01500
  24.54833,  121.78550
  24.58983,  121.64684
  22.85950,  120.92983
  23.96533,  120.83067
  23.58650,  121.00633
  22.84650,  121.10217
  24.31783,  122.35217
  21.23433,  121.81717
  23.06483,  121.60316
  24.57617,  121.68900
  24.85783,  121.49384
  24.85450,  121.46150
  23.25583,  120.52533
  23.11200,  120.68567
  24.16417,  121.40683
  24.47183,  121.88300
  24.07150,  120.95567
  24.02017,  121.03933
  23.21117,  120.51217
  23.35117,  121.14600
  24.03033,  121.01633
  22.44533,  120.63100
  22.41767,  120.53950
  24.02767,  120.93833
  24.42833,  121.82716
  22.96667,  121.31017
  24.24917,  121.70167
  23.18967,  120.77750
  24.09783,  120.96767
  21.54067,  120.03333
  24.96967,  122.39967
  24.28783,  121.58717
  22.80600,  120.77133
  24.01933,  120.98217
  23.63783,  120.72967
  24.58900,  122.15083
  23.10667,  120.69067
  24.46167,  121.92284
  22.81867,  120.69117
  22.82200,  120.66850
  23.64133,  120.70233
  22.72500,  121.01767
  22.42467,  120.64767
  23.15500,  121.39650
  23.16817,  121.37850
  23.54383,  121.99216
  24.04000,  120.98600
  24.70333,  122.69417
  23.14817,  121.44133
  23.10733,  121.34517
  23.08650,  120.77100
  23.02167,  121.42533
  23.51333,  121.68600
  23.78000,  121.45500
  23.26683,  120.53850
  23.24917,  121.32767
  23.05583,  120.55350
  22.35183,  121.28033
  24.44467,  121.92533
  24.45883,  121.90150
  23.93250,  120.97083
  22.42167,  121.10966
  23.19483,  120.46350
  23.17333,  120.38983
  23.16917,  120.73150
  22.88600,  121.12067
  23.09050,  120.69383
  24.33433,  122.17467
  23.58100,  120.82616
  23.77033,  121.41783
  23.27483,  120.35867
  24.52783,  121.94317
  22.26383,  121.62283
  23.27950,  120.66850
  22.84933,  120.73600
  23.07867,  120.77033
  23.89883,  121.09050
  22.82683,  120.68383
  24.08450,  121.60783
  24.49150,  122.35817
  23.64967,  120.70050
  23.65117,  120.70216
  23.64983,  120.69350
  23.65050,  120.69733
  23.64567,  120.68900
  23.10200,  120.75700
  23.65250,  120.68400
  23.66033,  120.69883
  24.45117,  122.01017
  23.64933,  120.69383
  23.64850,  120.69967
  23.65050,  120.70000
  23.45183,  120.72483
  24.49300,  121.85416
  24.51533,  121.82350
  24.57850,  121.85667
  22.99750,  120.91983
  22.99400,  120.90733
  23.54067,  120.65317
  24.13383,  121.39100
  24.12667,  121.38367
  23.65117,  120.68850
  23.01400,  120.93217
  23.20133,  121.35533
  24.09217,  121.36916
  22.24967,  121.60217
  23.69600,  121.66400
  23.65400,  120.68233
  24.14800,  120.85917
  23.68933,  120.71484
  23.20800,  120.42484
  24.41117,  121.77450
  24.48617,  121.82400
  24.40350,  121.96950
  23.27917,  120.71250
  24.45783,  121.89533
  24.44233,  121.75600
  24.85033,  122.03533
  24.44983,  121.80067
  24.78867,  122.29950
  23.57150,  120.67583
  24.06217,  120.96033
  24.50600,  121.79700
  22.63100,  120.83950
  23.29250,  121.49550
  24.76050,  122.17133
  24.85717,  122.02517
  24.22233,  120.83617
  24.44567,  121.87250
  24.41317,  121.33767
  22.85433,  120.95133
  23.90900,  121.41683
  23.57550,  121.55283
  23.41017,  120.50134
  24.03433,  121.56983
  22.87750,  121.58817
  23.55750,  120.67583
  23.66017,  121.31184
  24.20450,  120.86250
  23.57733,  120.65933
  24.19800,  120.86867
  22.52733,  122.71533
  23.76933,  121.82150
  22.77167,  120.95200
  22.75517,  120.96117
  23.59383,  120.68300
  23.64483,  120.70267
  22.66917,  120.81517
  24.40750,  121.92900
  24.23200,  121.98600
  24.39033,  122.43483
  22.22167,  121.06133
  24.76967,  122.20766
  24.85267,  122.05383
  23.08350,  120.76300
  23.57367,  121.55817
  23.60817,  120.96400
  24.00400,  120.98550
  23.61467,  120.97517
  23.95300,  121.45450
  22.86217,  120.93900
  24.71383,  122.01984
  24.34200,  121.72483
  24.94067,  121.82567
  23.54417,  120.65567
  23.91367,  121.61916
  24.21800,  120.83583
  22.82767,  121.31934
  24.24983,  121.74583
  24.02133,  121.59250
  23.11233,  120.86884
  23.11217,  120.72433
  23.62400,  121.47717
  23.91367,  121.07767
  22.87467,  120.99667
  24.05150,  121.51350
  24.37317,  121.37150
  24.36767,  121.69517
  24.43000,  121.84800
  24.14450,  120.88200
  22.06817,  121.04366
  22.43633,  121.06316
  23.64067,  120.91434
  25.25883,  122.12817
  23.56667,  121.75733
  24.80917,  122.31950
  24.57517,  121.82050
  23.09833,  120.72867
  24.37083,  121.73183
  23.65683,  121.85883
  24.48050,  121.85683
  24.31267,  121.77400
  23.64417,  120.68383
  24.42567,  121.73317
  24.45167,  121.82200
  24.61283,  122.56284
  24.43667,  121.81500
  24.40517,  121.97283
  24.53233,  121.73950
  24.01550,  121.05566
  24.87433,  122.27983
  24.42467,  122.10583
  24.50200,  121.65984
  24.94667,  122.44217
  24.40017,  121.94600
  24.24150,  121.66900
  24.84133,  122.29400
  24.42933,  121.88100
  22.61400,  120.96033
  24.52483,  121.92800
  22.63950,  122.31734
  24.54567,  120.16217
  24.87867,  122.03983
  24.86217,  122.40700
  24.84417,  122.34383
  24.16167,  120.90434
  24.87517,  122.40600
  24.87367,  122.42100
  23.21433,  120.73867
  24.25317,  121.76617
  24.66817,  122.29300
  24.83517,  122.33300
  23.78250,  120.90250
  23.21650,  121.57484
  24.47933,  121.69417
  22.72517,  120.97684
  22.58833,  120.93217
  24.86050,  122.32050
  22.45467,  121.73133
  23.88833,  120.72183
  24.35233,  120.83017
  22.89217,  120.97383
  24.10800,  121.63150
  23.75083,  120.94334
  24.81050,  121.99367
  24.80517,  122.00300
  24.78233,  122.13250
  22.29550,  121.02650
  23.68817,  122.15083
  21.60450,  121.77033
  24.79733,  121.20216
  23.16017,  120.67950
  23.86183,  121.67617
  23.83133,  121.98350
  23.72367,  122.35467
  24.71383,  121.86034
  24.07483,  121.61333
  22.81267,  120.78384
  22.79983,  120.70583
  22.78833,  120.66400
  23.49300,  120.76633
  23.22000,  120.48367
  23.10400,  121.31767
  23.08900,  120.94984
  23.12550,  120.54533
  23.10467,  120.67834
  22.23700,  121.56416
  23.81667,  121.30883
  24.17917,  121.76950
  24.32333,  122.08550
  24.78567,  122.52634
  24.31733,  120.74333
  23.49567,  120.76550
  24.21067,  121.55117
  22.48583,  120.75750
  23.79617,  120.97600
  24.22567,  120.90683
  23.24000,  120.50117
  24.10550,  120.89367
  24.36083,  121.28567
  24.38850,  122.00867
  23.20217,  120.60917
  22.26583,  122.22266
  23.18117,  121.59666
  24.30283,  120.76517
  24.17150,  122.20483
  24.51883,  120.65683
  23.98733,  121.65234
  23.45800,  120.76000
  24.36117,  121.37683
  24.22083,  120.79017
  24.47917,  121.84233
  23.06167,  120.51266
  24.41667,  121.91850
  23.58750,  120.65833
  24.42633,  121.90750
  23.12333,  120.80950
  24.32450,  121.71500
  24.81900,  121.99450
  23.75100,  120.91350
  23.73183,  120.95316
  23.74650,  121.98434
  24.11483,  121.36350
  24.50467,  121.78650
  23.35017,  121.04500
  23.43233,  120.59267
  24.84650,  122.26833
  24.76583,  122.37450
  24.66700,  121.52400
  24.28883,  121.94100
  24.42783,  121.89333
  24.40200,  121.81133
  24.49417,  121.79100
  24.78417,  121.84967
  24.12467,  121.82333
  24.29233,  121.94666
  24.29200,  121.94833
  23.66150,  120.90283
  24.32667,  121.98483
  24.32400,  121.93500
  24.30800,  121.95200
  24.79217,  121.90183
  24.58933,  122.03600
  24.45700,  121.79517
  24.43350,  121.78000
  22.99733,  121.28050
  24.49950,  121.79567
  24.49800,  121.80250
  21.77383,  119.72417
  24.48900,  121.77866
  24.45967,  121.78284
  24.47150,  121.80417
  22.42900,  120.52100
  24.31617,  121.93433
  22.59250,  120.68600
  23.13317,  120.61417
  23.95200,  121.67583
  23.11417,  120.59634
  23.55150,  120.67550
  23.41567,  120.76317
  23.83483,  121.39017
  23.41983,  120.45883
  23.67150,  121.70184
  22.78467,  120.68467
  23.17750,  120.49333
  23.17700,  120.49900
  24.98583,  121.85767
  23.28050,  120.16766
  22.79283,  120.68183
  22.86833,  121.03533
  24.31117,  121.94800
  24.33033,  121.79034
  23.19067,  121.32883
  24.30150,  121.92934
  24.63850,  122.12600
  24.19267,  121.58434
  23.24050,  120.48116
  23.72417,  121.41100
  23.46817,  120.90317
  23.51383,  120.98517
  25.10450,  121.69767
  23.62217,  121.00533
  24.61850,  121.34033
  23.15650,  120.60200
  23.15467,  120.58900
  23.53367,  120.79050
  23.05617,  120.78183
  24.04583,  120.97250
  23.64533,  120.66967
  22.89667,  120.99817
  22.92933,  121.00733
  22.81067,  121.07600
  24.48600,  121.81550
  22.82750,  120.69984
  24.83567,  122.33217
  22.55967,  121.32400
  22.09567,  121.21000
  23.79267,  121.78033
  23.90117,  120.70383
  24.42867,  122.42233
  22.82867,  120.76200
  22.41300,  121.16717
  23.43567,  120.71533
  24.38133,  121.94483
  24.52267,  121.81633
  24.57400,  121.76466
  24.59700,  121.57450
  22.03417,  119.91717
  24.83900,  121.54383
  24.46450,  121.93584
  23.22483,  120.66050
  22.81767,  120.79833
  24.50317,  122.08167
  23.94183,  121.44600
  23.70583,  121.53250
  22.80383,  120.73583
  24.46217,  121.06567
  24.36600,  121.82117
  24.31133,  122.13350
  24.45150,  120.28833
  22.88833,  121.07700
  23.50100,  120.59634
  24.01633,  121.80434
  24.80483,  122.20350
  23.92917,  121.46584
  22.79583,  120.72100
  24.51033,  121.80117
  23.00600,  120.67100
  23.98750,  120.72300
  23.02250,  120.67184
  21.38950,  121.40334
  24.43150,  121.75833
  23.01583,  120.67117
  23.10733,  121.31067
  23.10433,  120.69466
  23.90100,  121.66917
  22.85317,  120.67583
  23.92100,  121.48500
  23.91367,  121.42867
  23.92783,  121.44300
  23.88183,  121.05817
  23.92083,  121.43816
  23.20717,  120.59150
  23.22850,  120.60900
  23.91767,  121.44633
  23.45800,  121.30250
  23.32550,  120.49384
  23.26233,  120.41367
  24.89050,  122.55800
  24.69217,  122.54183
  22.84033,  120.67216
  22.84417,  120.64750
  22.83550,  120.67367
